Total_Funding_USD_M,Burn_Rate_USD_M,Runway_Months,Revenue_USD_M,Revenue_Growth_Rate,Net_Profit_Margin,CAC,LTV,LTV_CAC_Ratio,ARR_USD_M,Churn_Rate,Novelty_Score,Sustainability_Alignment,Sentiment_Score,Social_Buzz_Score,label
24.433,0.927,13.18,17.875,0.278,0.453,0.365,1.136,3.112,11.906,0.132,0.533,1,-0.142,0.251,1
6.826,0.688,4.96,15.162,0.068,0.156,0.29,1.787,6.169,11.395,0.098,0.271,0,-0.236,0.337,1
22.501,0.718,15.67,6.84,0.471,0.189,0.264,1.996,7.568,7.599,0.148,0.474,0,0.688,0.488,1
24.67,0.266,46.36,16.114,0.383,0.021,0.295,2.178,7.393,10.732,0.107,0.324,0,0.893,0.493,1
19.785,0.834,11.86,18.909,0.021,-0.321,0.419,1.808,4.31,13.322,0.057,0.301,0,0.082,0.189,1
9.658,0.516,9.35,19.427,0.42,0.185,0.446,1.117,2.506,12.497,0.023,0.586,0,-0.392,0.171,1
14.331,0.816,8.78,6.054,0.339,-0.063,0.315,1.194,3.787,6.342,0.052,0.611,0,0.358,0.177,1
31.504,0.396,39.73,8.528,0.453,0.159,0.492,1.382,2.808,9.759,0.078,0.519,0,-0.243,0.123,1
29.935,0.644,23.23,7.866,0.272,0.006,0.338,1.695,5.012,7.118,0.089,0.187,0,-0.092,0.267,1
22.916,0.688,16.65,9.43,0.19,0.098,0.274,1.539,5.609,8.477,0.0,0.583,0,-0.12,0.517,1
25.366,0.561,22.59,13.865,0.196,-0.105,0.38,1.038,2.734,9.872,0.069,0.102,0,-0.075,0.487,0
28.377,0.701,20.24,12.05,0.242,0.223,0.146,1.035,7.086,4.94,0.081,0.844,0,-0.024,0.217,1
22.798,0.533,21.37,12.052,0.354,-0.188,0.385,0.551,1.431,6.498,0.107,0.438,0,-0.36,0.14,0
31.107,0.438,35.53,5.166,0.38,0.499,0.119,0.2,1.685,2.676,0.161,0.158,0,-0.146,0.222,0
30.651,1.001,15.3,8.36,0.312,0.498,0.196,1.534,7.833,4.119,0.089,0.083,1,0.457,0.304,1
50.887,0.862,29.51,20.124,0.265,0.377,0.05,2.76,8.0,18.579,0.035,0.092,0,0.088,0.324,1
14.617,0.41,17.83,18.869,0.28,0.305,0.324,2.498,7.717,9.606,0.0,0.696,0,0.144,0.295,1
14.743,0.742,9.93,10.71,0.852,0.033,0.591,1.111,1.878,5.018,0.114,0.112,0,-0.681,0.248,0
3.525,0.414,4.25,16.135,0.196,0.283,0.332,1.675,5.038,11.393,0.037,0.285,1,0.432,0.274,1
22.044,0.304,36.28,13.253,0.238,0.031,0.447,0.868,1.943,7.942,0.123,0.828,0,-0.14,0.648,0
40.882,0.858,23.81,17.001,1.009,-0.261,0.703,0.944,1.343,8.784,0.15,0.49,0,0.493,0.661,1
32.192,0.174,48.0,16.48,0.434,0.351,0.411,1.001,2.438,8.519,0.003,0.614,0,0.154,0.227,1
26.757,0.832,16.09,11.148,0.074,0.276,0.235,1.487,6.323,6.744,0.108,0.151,0,-0.097,0.22,1
33.168,0.537,30.89,14.652,0.519,0.044,0.256,1.509,5.897,12.154,0.145,0.448,0,-0.487,0.196,1
23.29,0.547,21.28,13.685,0.168,-0.195,0.35,1.726,4.931,13.773,0.131,0.286,1,0.861,0.558,1
16.285,0.702,11.59,11.298,0.532,-0.067,0.255,1.932,7.573,12.227,0.0,0.235,1,0.381,0.432,1
45.396,0.745,30.45,10.095,0.308,-0.314,0.266,1.432,5.376,10.106,0.037,0.693,0,0.402,0.09,1
22.531,0.393,28.64,24.116,0.262,0.239,0.498,1.618,3.251,21.766,0.016,0.267,0,0.737,0.405,1
30.355,0.779,19.47,11.305,0.672,-0.271,0.504,1.053,2.09,12.731,0.106,0.19,0,0.178,0.509,1
4.717,0.628,3.75,15.652,0.463,0.107,0.103,0.928,8.0,12.768,0.101,0.064,1,0.573,0.485,1
5.307,0.286,9.28,23.22,0.545,-0.119,0.227,0.851,3.742,21.053,0.0,0.596,1,-0.068,0.137,1
20.17,0.558,18.09,14.64,0.437,-0.235,0.28,1.925,6.864,10.677,0.065,0.735,0,0.358,0.334,1
11.906,0.945,6.3,14.321,0.261,0.098,0.44,1.431,3.253,9.479,0.12,0.583,0,-0.121,0.19,1
21.012,1.019,10.31,11.338,0.472,-0.017,0.521,0.664,1.274,7.544,0.087,0.834,0,-0.076,0.201,0
14.733,0.779,9.45,13.806,0.592,0.218,0.755,1.568,2.077,7.16,0.087,0.837,1,0.134,0.184,1
54.245,0.302,48.0,9.665,0.377,-0.204,0.28,0.976,3.482,10.025,0.062,0.828,0,-0.344,0.056,1
29.283,0.723,20.26,35.074,0.71,-0.101,0.288,2.43,8.0,15.583,0.027,0.632,0,0.215,0.281,1
34.591,0.813,21.28,5.235,0.52,-0.428,0.438,1.311,2.99,4.92,0.079,0.463,0,-0.009,0.266,1
5.946,0.781,3.8,10.417,0.392,-0.387,0.248,1.941,7.836,11.371,0.083,0.326,0,-0.596,0.289,1
26.596,0.796,16.7,14.758,0.4,0.41,0.329,2.144,6.521,11.776,0.111,0.856,1,-0.06,0.386,1
17.184,0.691,12.44,14.327,0.377,0.467,0.288,1.123,3.901,6.535,0.115,0.588,0,-0.021,0.483,1
34.886,0.582,29.98,9.656,0.1,0.069,0.05,1.638,8.0,7.172,0.084,0.543,0,0.398,0.049,1
24.882,0.448,27.78,4.178,0.332,-0.115,0.368,1.877,5.093,2.819,0.135,0.533,1,0.2,0.113,1
18.347,0.126,48.0,5.733,0.394,-0.01,0.323,1.658,5.138,6.813,0.061,0.681,1,0.607,0.14,1
10.184,0.685,7.43,12.471,0.267,0.225,0.541,1.781,3.293,11.885,0.008,0.551,1,0.282,0.534,1
19.994,0.647,15.46,3.455,0.418,-0.053,0.351,0.935,2.666,3.376,0.104,0.87,1,-0.094,0.396,1
31.187,0.739,21.09,15.267,0.354,0.098,0.162,1.877,8.0,12.407,0.086,0.397,0,0.08,0.308,1
35.785,0.266,48.0,19.641,0.505,0.047,0.311,1.357,4.359,19.004,0.105,0.375,0,-0.022,0.267,1
15.785,0.761,10.37,16.591,0.483,-0.064,0.05,1.775,8.0,16.227,0.017,0.391,0,0.271,0.051,1
50.205,1.114,22.54,18.193,0.383,-0.055,0.168,2.06,8.0,8.243,0.17,0.528,1,0.121,0.385,1
30.106,0.62,24.29,3.539,0.077,0.109,0.445,1.934,4.344,2.046,0.116,0.585,1,-0.12,0.266,1
12.028,0.585,10.29,9.854,0.708,-0.145,0.313,1.774,5.671,4.044,0.066,0.489,0,0.103,0.1,1
10.68,0.677,7.88,6.55,0.322,0.14,0.488,1.921,3.934,5.291,0.033,0.315,1,0.261,0.194,1
17.692,1.108,7.98,4.601,0.334,-0.044,0.055,1.944,8.0,5.064,0.134,0.677,1,-0.252,0.1,1
15.766,0.344,22.91,8.813,0.281,0.075,0.314,2.348,7.486,7.822,0.025,0.403,1,0.211,0.375,1
23.374,0.651,17.96,22.941,0.252,0.327,0.279,1.583,5.68,18.357,0.193,0.768,0,-0.453,0.211,1
19.037,0.4,23.79,26.0,0.659,0.016,0.493,1.682,3.409,29.661,0.049,0.052,0,0.487,0.315,1
16.4,0.463,17.7,7.023,0.627,0.234,0.451,2.066,4.582,3.777,0.166,0.383,1,0.285,0.422,1
8.307,0.588,7.07,11.71,0.439,-0.308,0.446,1.355,3.035,5.383,0.071,0.778,1,0.67,0.124,1
25.223,0.937,13.46,13.71,0.328,-0.044,0.581,0.932,1.604,15.545,0.159,0.37,1,-0.291,0.06,0
7.93,1.05,3.78,9.891,0.474,0.056,0.295,1.847,6.264,11.1,0.043,0.326,1,0.497,0.061,1
30.15,0.712,21.17,20.325,0.365,0.435,0.55,1.497,2.721,19.235,0.081,0.296,0,0.428,0.319,1
6.333,0.506,6.26,8.883,0.312,-0.342,0.193,0.996,5.152,5.301,0.12,0.702,1,0.036,0.506,1
7.684,1.223,3.14,8.116,0.418,0.031,0.188,1.85,8.0,9.542,0.113,0.14,0,-0.032,0.337,1
12.0,0.493,12.17,7.228,0.262,0.341,0.463,2.316,5.002,7.317,0.135,0.301,0,-0.28,0.168,1
15.103,0.457,16.52,9.855,0.4,-0.107,0.124,0.785,6.317,9.255,0.056,0.829,0,-0.371,0.278,1
